,employer_name,conditions
7128,Компания Стек,Удаленка/гибрид
7129,Компания ТЕХНОТЕКС,Профессиональный рост
7130,Компания ТОРЭКС,Корпоративный спорт
7131,Компания ТОРЭКС,Оформление по ТК
7132,Компания ТрансТелеКом,ДМС
7133,Компания ТрэйдСофт,Корпоративный спорт
7134,Компания ТрэйдСофт,Удаленка/гибрид
7135,Компания Уфаойл,Оформление по ТК
7136,Компания Хома,Гибкий график
7137,Компания Хома,Почасовая оплата
7138,Компания Цитрус,Agile-команда
7139,"Компания ЭлеСи, Томск",Оформление по ТК
7140,Компания ЭлитУпаковка,Оформление по ТК
7141,Компания Эхо,Гибкий график
7142,Компания Эхо,Оформление по ТК
7143,Компания Эхо,Удаленка/гибрид
7144,Компания по Управлению Ассоциациями,Гибкий график
7145,Компаньон,Оформление по ТК
7146,Компас ПРО,Профессиональный рост
7147,Компас Плюс,Agile-команда
7148,Комплаинс Контрол,Профессиональный рост
7149,Комплекс ЛетоЛето,Гибкий график
7150,Комплекс ЛетоЛето,Оформление по ТК
7151,Комплекс ЛетоЛето,Удаленка/гибрид
7152,Комплекс-Бар,Удаленка/гибрид
7153,КомплексСтройМонтаж,Оформление по ТК
7154,Комплексная Автоматизация Бизнеса,Корпоративный спорт
7155,Комплексная Автоматизация Бизнеса,Оформление по ТК
7156,Комплексные Аналитические Системы,Agile-команда
7157,Комплексные Аналитические Системы,ДМС
7158,Комплексные Системы Автоматизации,Гибкий график
7159,Комплексные программные решения,Гибкий график
7160,Комплексные программные решения,Удаленка/гибрид
7161,Комплектэнерго,Гибкий график
7162,Компонент,Удаленка/гибрид
7163,Компоненты и Бизнес-Решения,Гибкий график
7164,Компоненты и Бизнес-Решения,Удаленка/гибрид
7165,Компстар,Оформление по ТК
7166,Компстар,Профессиональный рост
7167,Компэл,Удаленка/гибрид
7168,Комс,Удаленка/гибрид
7169,Комсофт,Удаленка/гибрид
7170,Комтет,Корпоративный спорт
7171,Комус,Agile-команда
7172,Комус,ДМС
